sentiment,content
worry,b hugs me not sad really me just messing
happiness,bJust came back from hanging out with some friends  cocktails lt Im not drunk but feeling good  Hope everyones well
love,bLoving the cairns clan
neutral,b Pad Thai is my favourite
sadness,b I could have I had extra tickets Plus we had two Twitter Giveaways  Well get you next time
relief,bRelaxing after a busy week and a tedious Saturday   
worry,bLil Kim   Download omq  i think i like that sonqq noww lol 
neutral,b THE TERMINAL was my kind of movie  well anything with airplanes amp hot chicks in it is my kinda movie
worry,b can you play I Wish by Jordan Knight
neutral,b  My  pacman pic
neutral,bis maxin and relaxin ahhh
surprise,b yr very young looking dude
love,b I hope for a speedy recovery for you
relief,b Well Im trying to get rid of a lot of my stuff  You could come over and pillage
fun,bis learning how to play Waiting for Love by Pnk on acustic guitar  epic
happiness,b Just left you a message Hope you get it
fun,bfinished eating sushi with ladiez  getting shwasteddddddddd
happiness,bdefinitely ready for a plate of pancakes
happiness,bme amp kelly share the same last name wouldnt that be sweet if we were related  
happiness,bFamily is herehanging with them
relief,bphew  made it thru the return of babysitting
enthusiasm,bquotyou can ride one you can catch one but its not summer til you pop open onequot  
neutral,bback in wayland  its good to be home
sadness,bAt the apartment nothin to do a little hungry  
neutral,bhanging with Bri
love,bHappy Mothers Day to all the Mums
love,bIn a really Good mood for absolutely no reason  tee her
worry,bHappy mothers day to all the mothers out there
surprise,bgasp  followers i feel almost famous i used to think i would be famous when i grew up one day LOL oh well cheers to norm peeps
neutral,b stillll listening to paranoid  now starting civics homework new JONAS episode 
happiness,b oh wow THANKS Wayne
worry,bI wonder if I should put a bet on Cubs winning world series in  due to BTTF II Id love it if it actually happens  Me  geek
love,bGeesh  days straight hes not the boynside joint LOL headed with  and then go c BF
happiness,bHad a nice pre mothers day dinner out Now a cocktail before retiring for the evening
love,b Thanx love
worry,b They better not be out when I get there  I NEED MY FIX
worry,bRewarding myself with dinner at American Dream pizza on the rooftop terrace Perfection  got  pages done on the prospectus
happiness,bScratch that Now were watching marley and me Thinking I could stay awake better for this one
love,b HUGS  im sure they will
worry,b yeah i checked it pretty nice site
surprise,b   Its so pretty The girls must love you a whole lot  Happy bday again
love,bHappy Mothers day to MOMMY
happiness,b   ooh nice score jojo
neutral,blooking at all my old myspace status oh mann Skyrockets in flight afternoon delight AAAAAAAAfternoon delight
neutral,band to jamess we go
neutral,bNeedless to say I didnt stay to find cache
surprise,b   LOL  why are they drumming there
love,b aw youre the shit  thanks so much for the twitter loveeee i appreciate every last drop
love,bLove story on loop for the past  minutes I love this song It makes me happy like this
relief,bGlad to see  and more Red Bull Air Racers here keeping us in the loop
happiness,b you dont need my physical presence you have my energy already
enthusiasm,bAdventures with jamie and bethhh
relief,bMy threeday weekend starts now  Was gonna watch Star Trek but opted to go another night instead
neutral,b LOL thx
neutral,b thanks for thatam now following themlove good causes
neutral,b i agree
neutral,bgood morning
neutral,b ah but youre already on my list
relief,b think yourself lucky  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sill
surprise,b no sir they did not i was amazed when i woke up this morning
neutral,b thanks for the answer  I had been wondering the whole week
worry,bi am promsing miiself im not goin to hurt miiself for the rest of the daywow that will be a miricle if it happens  lol
neutral,bThanks to all the people who added me on Skype  If you want to add me my name is same as my twitter name and my YT name and Blogtv etc
happiness,bOk we found our way now I think  tonight lets just let go its dance time
love,b Honored to tweet ya
love,bUh happy mothers day mum
neutral,bGetting ready for an early night tweeps   Have a great one every 
fun,beveryone follow  and   they are amazing
worry,bTomorrows mothers day I need to get all my crap together soon Noor left It was fun  its been NINE months
sadness,bNanay cried after reading the card I gave her Hugged her and next thing I knew I was crying too Haha Were such cry babies Love her
happiness,b nothinbg home about to jump in the shower the streets is calling meeeeeeee   what is it  tonight  tell m
neutral,bwaiting on food
worry,b the problem is superstars always deliver huge files too much energy pixels
neutral,b talk with your HIPS
neutral,b are u planning on doing cardio for  hrs If so thats very reasonable  whatcha do last night
surprise,b plus look at all the orbs you either have ghosts or you need to clean the mirror
fun,bgoing to see star trak expecting noting but amazing
neutral,b keep telling yourself youll feel better by doing it and tomorrow can be a lazy day it is Sunfay afterall  Excuses
fun,bNight of the cookers with my dad
relief,b Makes me wish I had dogs instead of cats
love,bAlexander Ovechkin is definitely my new favorite NHL player
surprise,b  being a fan is certainly not about being attractive But if you like the pink to each their own  canucks
worry,b ha ha funny
relief,band were off  to OT  exciting game like always
fun,b why thank you  u out tonight
happiness,bchillin with my bros and a couple of yeunglings   doesnt get much better than this
hate,b you might also want to include quotnever wear a moonwolfquot to that
neutral,bIt feels good to be good at something
love,bKMF going smoothly so far Free stuff is always a plus
happiness,bPlaying pacman on itouch  lol
happiness,bpythonkingsnl    equals gt       almost better than the sims
neutral,b ill check that out
happiness,bAt the reception eating some nasty ass pasta Woot But other than that its beautiful
love,b oh n shouldnt you be shopping for a lovely gift for your delightful mother
love,bHappy mothers day nfty
love,b JACKSON RATHBONE
worry,b My Dad told me music that has the power to heal the soul Sure is true of yours
neutral,bChatting w Calyx
hate,bcant wait to eat
neutral,babout to head to the Strand goodnight
happiness,b lmao You baked nonstop Sounds like yummy fun
fun,bFeeling smooth like chrome
neutral,bWatching The Seeker
neutral,bHoly crap I am exhausted Resting up so I can go see Wolverine later
happiness,bFun at the water park then dinner at the rainforest cafe all free then party tonight  pretty good Saturday I think
neutral,b im a buffalo worshipper   maybe it is time to pay a visit to my preferred buffschack in town 
love,bReally enjoyed Star Trek  great movie amazing special effects Definately recommend even if your not a Trekky
neutral,btaking in the local art
happiness,b OMJ I loved itit was a good laugh and Frankie did a great job and you guys did too Agnes
sadness,b On a Saturday Not so cool friend Same job  Different position Let me know when your in town again Miss U
happiness,b Thats awesome dude yay for surprise celebrities  I got to meet him a few years ago he was soooo friendly
worry,bA painter paints pictures on canvas  But musicians paint their pictures on silence  Leopold Stokowski
neutral,b bamboojade green 
fun,bhome for the night to hang out with my mom and study
relief,bNothing beats spending an evening with my mom
love,b   Lexus has the Twitpic Happy mothers day to you Lexus  I hopw its a nice one for you
enthusiasm,bHealthy Wishes I may just start saying that
neutral,b second wife what
neutral,b Fun times  thats my friends beer  heres the pic  
sadness,bIM FEELIN RITE THE MOOD FLOR TWITTER AFTER DARK
neutral,bSountrack de Juno me deixa feliz
worry,b No thats not right  I remember now  You were in a fearless tweet  we were both seen as fearless
neutral,b Do you have any idea when the not so patient fans will see some teaser pics of you all in costume
happiness,bi just made the best turtle ice cream pie everrrrr  btw happy soon to be mothers day
happiness,b not having your lights on concerns me Lol Stay safe
neutral,b thanks  thing is so much of it is more designart which I hardly ever get a go at therefore never get much better
relief,b HahaYAY IM CURED
happiness,b was fun meeting u today thanks for all the doodles on the goodies i got hope u have a super time in TO amp visit again soon
relief,b Haha you didnt do anything wrong
surprise,bHeadin  chilis Mr Presidentes callin my name Then  the ice house
neutral,bWhat are some good places to eat in Los Angeles want to try something different today
love,bfinished proofing the wedding from March  now just waiting for export and upload before I can share  Still have  more sessions to do
love,bAll you moms get ready to enjoy your muchdeserved special day
